id,href,location_lat,location_lng,location_address,title,cityName,cityCountry,cityCountryShort,artistsString,thumbnail,timestamp,date_added,images_0_url,images_0_sizes_small,images_0_sizes_medium,images_0_sizes_large,images_0_sizes_orig,artists_0_id,artists_0_title,artists_0_href,artists_1_id,artists_1_title,artists_1_href,artists_2_id,artists_2_title,artists_2_href,artists_3_id,artists_3_title,artists_3_href,artists_4_id,artists_4_title,artists_4_href,artists_5_id,artists_5_title,artists_5_href,description_en,likes,attributions_0,images_1_id,images_1_url,images_1_sizes_small,images_1_sizes_medium,images_1_sizes_large,images_1_sizes_orig,images_2_url,images_2_sizes_small,images_2_sizes_medium,images_2_sizes_large,images_2_sizes_orig,images_3_url,images_3_sizes_small,images_3_sizes_medium,images_3_sizes_large,images_3_sizes_orig,source
355,https://berlin.streetartcities.com/artworks/artbasefestival-2019-22351,53.3593708,13.0743314,"Neustrelitz, Hauptbahnhof, Neustrelitz, Deutschland",artbase_festival 2019,Berlin,Germany,DE,L7 Matrix,https://streetartcities.com/media/f/f9f0b54f-c9ab-42ec-9386-b4f24a822526/512.jpg,1561500000.0,2019-06-25 22:00:00,https://streetartcities.com/media/f/f9f0b54f-c9ab-42ec-9386-b4f24a822526/2048.jpg,https://streetartcities.com/media/f/f9f0b54f-c9ab-42ec-9386-b4f24a822526/512.jpg,https://streetartcities.com/media/f/f9f0b54f-c9ab-42ec-9386-b4f24a822526/1024.jpg,https://streetartcities.com/media/f/f9f0b54f-c9ab-42ec-9386-b4f24a822526/2048.jpg,https://streetartcities.com/media/f/f9f0b54f-c9ab-42ec-9386-b4f24a822526/orig.jpg,877.0,L7 Matrix,https://berlin.streetartcities.com/artists/l7-matrix-877,,,,,,,,,,,,,,,,"The legendary artbase festival opens the gates again from August 30th - September 1st 2019!&nbsp;At an abandoned madhouse (psychiatric hospital) in Neustrelitz, surrounded by a park and a lake, artbase organises a festival with music, installations and urban art.&nbsp;Check @artbase_festival on Instagram, Facebook or the net.&nbsp;The location is still secret !",1.0,Hunted by Preh.streetart (on Instagram) Peter Lorenz.,,,,,,,,,,,,,,,,,sac
356,https://berlin.streetartcities.com/artworks/artbasefestival-2019-22352,53.3593708,13.0743314,"Neustrelitz, Hauptbahnhof, Neustrelitz, Deutschland",artbase_festival 2019,Berlin,Germany,DE,"Alias, Alias030",https://streetartcities.com/media/0/065ff22d-2537-456f-9d1b-610a8d1643e4/512.jpg,1561500000.0,2019-06-25 22:00:00,https://streetartcities.com/media/0/065ff22d-2537-456f-9d1b-610a8d1643e4/2048.jpg,https://streetartcities.com/media/0/065ff22d-2537-456f-9d1b-610a8d1643e4/512.jpg,https://streetartcities.com/media/0/065ff22d-2537-456f-9d1b-610a8d1643e4/1024.jpg,https://streetartcities.com/media/0/065ff22d-2537-456f-9d1b-610a8d1643e4/2048.jpg,https://streetartcities.com/media/0/065ff22d-2537-456f-9d1b-610a8d1643e4/orig.jpg,2035.0,Alias,https://berlin.streetartcities.com/artists/alias-2035,10755.0,Alias030,https://berlin.streetartcities.com/artists/alias030-10755,,,,,,,,,,,,,"The legendary artbase festival opens the gates again from August 30th - September 1st 2019!&nbsp;At an abandoned madhouse (psychiatric hospital) in Neustrelitz, surrounded by a park and a lake, artbase organises a festival with music, installations and urban art.&nbsp;Check @artbase_festival on Instagram, Facebook or the net.&nbsp;The location is still secret !",0.0,Hunted by Preh.streetart (on Instagram) Peter Lorenz.,,,,,,,,,,,,,,,,,sac
357,https://berlin.streetartcities.com/artworks/artbasefestival-2019-22353,53.3593708,13.0743314,"Neustrelitz, Hauptbahnhof, Neustrelitz, Deutschland",artbase_festival 2019,Berlin,Germany,DE,Tona,https://streetartcities.com/media/f/fef7f8ed-f39c-4001-8e69-9f88da2fe073/512.jpg,1561500000.0,2019-06-25 22:00:00,https://streetartcities.com/media/f/fef7f8ed-f39c-4001-8e69-9f88da2fe073/2048.jpg,https://streetartcities.com/media/f/fef7f8ed-f39c-4001-8e69-9f88da2fe073/512.jpg,https://streetartcities.com/media/f/fef7f8ed-f39c-4001-8e69-9f88da2fe073/1024.jpg,https://streetartcities.com/media/f/fef7f8ed-f39c-4001-8e69-9f88da2fe073/2048.jpg,https://streetartcities.com/media/f/fef7f8ed-f39c-4001-8e69-9f88da2fe073/orig.jpg,1718.0,Tona,https://berlin.streetartcities.com/artists/tona-1718,,,,,,,,,,,,,,,,"The legendary artbase festival opens the gates again from August 30th - September 1st 2019!&nbsp;At an abandoned madhouse (psychiatric hospital) in Neustrelitz, surrounded by a park and a lake, artbase organises a festival with music, installations and urban art.&nbsp;Check @artbase_festival on Instagram, Facebook or the net.&nbsp;The location is still secret !",1.0,Hunted by Preh.streetart (on Instagram) Peter Lorenz.,,,,,,,,,,,,,,,,,sac
358,https://berlin.streetartcities.com/artworks/untitled-22465,52.5074122,13.3059024,"Wilmersdorfer Straße 60, Berlin, Deutschland",Untitled,Berlin,Germany,DE,"Sebastian Wandl, Wandal",https://streetartcities.com/media/6/613c46a2-9f34-4eea-9e26-1c6bd6ffd47b/512.jpg,1561672800.0,2019-06-27 22:00:00,https://streetartcities.com/media/6/613c46a2-9f34-4eea-9e26-1c6bd6ffd47b/2048.jpg,https://streetartcities.com/media/6/613c46a2-9f34-4eea-9e26-1c6bd6ffd47b/512.jpg,https://streetartcities.com/media/6/613c46a2-9f34-4eea-9e26-1c6bd6ffd47b/1024.jpg,https://streetartcities.com/media/6/613c46a2-9f34-4eea-9e26-1c6bd6ffd47b/2048.jpg,https://streetartcities.com/media/6/613c46a2-9f34-4eea-9e26-1c6bd6ffd47b/orig.jpg,1682.0,Sebastian Wandl,https://berlin.streetartcities.com/artists/sebastian-wandl-1682,10800.0,Wandal,https://berlin.streetartcities.com/artists/wandal-10800,,,,,,,,,,,,,&nbsp;New star&nbsp; in&nbsp; urban art!,1.0,Hunted by Preh.streetart (on Instagram) Peter Lorenz.,,,,,,,,,,,,,,,,,sac
359,https://berlin.streetartcities.com/artworks/untitled-22599,52.54014985,13.42115726,"Danziger Str. 55, 10435 Berlin, Deutschland",Untitled,Berlin,Germany,DE,"Kera1, Die Dixons",https://streetartcities.com/media/5/5401ec2d-09cd-4670-82ab-8294200e1ca3/512.jpg,1562191200.0,2019-07-03 22:00:00,https://streetartcities.com/media/5/5401ec2d-09cd-4670-82ab-8294200e1ca3/2048.jpg,https://streetartcities.com/media/5/5401ec2d-09cd-4670-82ab-8294200e1ca3/512.jpg,https://streetartcities.com/media/5/5401ec2d-09cd-4670-82ab-8294200e1ca3/1024.jpg,https://streetartcities.com/media/5/5401ec2d-09cd-4670-82ab-8294200e1ca3/2048.jpg,https://streetartcities.com/media/5/5401ec2d-09cd-4670-82ab-8294200e1ca3/orig.jpg,2549.0,Kera1,https://berlin.streetartcities.com/artists/kera1-2549,6424.0,Die Dixons,https://berlin.streetartcities.com/artists/die-dixons-6424,,,,,,,,,,,,,"&nbsp;cubism-style facade,&nbsp; collaboration&nbsp; kera1&nbsp; and&nbsp; Die Dixons",0.0,Hunted by Preh.streetart (on Instagram) Peter Lorenz.,,,,,,,,,,,,,,,,,sac
360,https://berlin.streetartcities.com/artworks/2268-miles-and-luchadora-pachamama-22728,52.57682722,13.2737812,"Neheimer Str. 4, 13507 Berlin, Deutschland","""2268 miles and Luchadora Pachamama""",Berlin,Germany,DE,tankpetrol,https://streetartcities.com/media/5/5baa15c1-8494-40f3-a448-7dfef8ac0a05/512.jpg,1562536800.0,2019-07-07 22:00:00,https://streetartcities.com/media/5/5baa15c1-8494-40f3-a448-7dfef8ac0a05/2048.jpg,https://streetartcities.com/media/5/5baa15c1-8494-40f3-a448-7dfef8ac0a05/512.jpg,https://streetartcities.com/media/5/5baa15c1-8494-40f3-a448-7dfef8ac0a05/1024.jpg,https://streetartcities.com/media/5/5baa15c1-8494-40f3-a448-7dfef8ac0a05/2048.jpg,https://streetartcities.com/media/5/5baa15c1-8494-40f3-a448-7dfef8ac0a05/orig.jpg,2890.0,tankpetrol,https://berlin.streetartcities.com/artists/tankpetrol-2890,,,,,,,,,,,,,,,,"This piece is part I for a duplex mural.&nbsp;The Poland borne Tankpetrol finished the first part on 8th July 2019, QueenkongSwitzerland will follow at the coming weekend.&nbsp;About 45 meter, the mural is one of the highest in Berlin.",1.0,Hunted by Preh.streetart (on Instagram) Peter Lorenz.,,,,,,,,,,,,,,,,,sac
361,https://berlin.streetartcities.com/artworks/untitled-22925,52.5742023,13.3084958,"Foxweg, Berlin, Deutschland",Untitled,Berlin,Germany,DE,"Victor Garcia Delgado, Cristian Blanxer",https://streetartcities.com/media/9/9bbe8d7e-fe07-4eca-9617-15c9b29cdaaa/512.jpg,1563487200.0,2019-07-18 22:00:00,https://streetartcities.com/media/9/9bbe8d7e-fe07-4eca-9617-15c9b29cdaaa/2048.jpg,https://streetartcities.com/media/9/9bbe8d7e-fe07-4eca-9617-15c9b29cdaaa/512.jpg,https://streetartcities.com/media/9/9bbe8d7e-fe07-4eca-9617-15c9b29cdaaa/1024.jpg,https://streetartcities.com/media/9/9bbe8d7e-fe07-4eca-9617-15c9b29cdaaa/2048.jpg,https://streetartcities.com/media/9/9bbe8d7e-fe07-4eca-9617-15c9b29cdaaa/orig.jpg,10951.0,Victor Garcia Delgado,https://berlin.streetartcities.com/artists/victor-garcia-delgado-10951,4262.0,Cristian Blanxer,https://berlin.streetartcities.com/artists/cristian-blanxer-4262,,,,,,,,,,,,,What do you think could be the title of this new artwork? Open your mind? Decisions? Head in the sky?&nbsp;It's your choice - the two spanish artists are thinking over how to title this mural!,2.0,Hunted by Preh.streetart (on Instagram) Peter Lorenz.,,,,,,,,,,,,,,,,,sac
362,https://berlin.streetartcities.com/artworks/2268-miles-and-luchadora-pachamama-22926,52.57691,13.27381,"Neheimer Straße 4, Berlin, Deutschland",2268 miles and Luchadora Pachamama,Berlin,Germany,DE,Queen Kong Switzerland,https://streetartcities.com/media/8/8daf4380-38f6-4c60-93fd-4be6369a6081/512.jpg,1563487200.0,2019-07-18 22:00:00,https://streetartcities.com/media/8/8daf4380-38f6-4c60-93fd-4be6369a6081/2048.jpg,https://streetartcities.com/media/8/8daf4380-38f6-4c60-93fd-4be6369a6081/512.jpg,https://streetartcities.com/media/8/8daf4380-38f6-4c60-93fd-4be6369a6081/1024.jpg,https://streetartcities.com/media/8/8daf4380-38f6-4c60-93fd-4be6369a6081/2048.jpg,https://streetartcities.com/media/8/8daf4380-38f6-4c60-93fd-4be6369a6081/orig.jpg,10952.0,Queen Kong Switzerland,https://berlin.streetartcities.com/artists/queen-kong-switzerland-10952,,,,,,,,,,,,,,,,"This piece is part II for a duplex mural.&nbsp;The Poland borne Tankpetrol finished the first part on 8th July 2019, QueenkongSwitzerland with ""Luchadora Pachamama"" followed a few days later.&nbsp;About 45 meter, the duplex mural is one of the highest in Berlin and accomplished the Art Park I in Berlin-Reinickendorf.",1.0,Hunted by Preh.streetart (on Instagram) Peter Lorenz.,,,,,,,,,,,,,,,,,sac
363,https://berlin.streetartcities.com/artworks/untitled-23326,52.5077221,13.4542457,"Revaler Straße 99, Berlin, Deutschland",Untitled,Berlin,Germany,DE,"Mate Artist, Kobe Eins, GoYo203",https://streetartcities.com/media/6/67f7ad88-e2d9-45cf-949c-1801c5ec424f/512.jpg,1565215200.0,2019-08-07 22:00:00,https://streetartcities.com/media/6/67f7ad88-e2d9-45cf-949c-1801c5ec424f/2048.jpg,https://streetartcities.com/media/6/67f7ad88-e2d9-45cf-949c-1801c5ec424f/512.jpg,https://streetartcities.com/media/6/67f7ad88-e2d9-45cf-949c-1801c5ec424f/1024.jpg,https://streetartcities.com/media/6/67f7ad88-e2d9-45cf-949c-1801c5ec424f/2048.jpg,https://streetartcities.com/media/6/67f7ad88-e2d9-45cf-949c-1801c5ec424f/orig.jpg,9937.0,Mate Artist,https://berlin.streetartcities.com/artists/mate-artist-9937,8115.0,Kobe Eins,https://berlin.streetartcities.com/artists/kobe-eins-8115,11103.0,GoYo203,https://berlin.streetartcities.com/artists/goyo203-11103,,,,,,,,,,collab for the recent @yard5_festival with @mateartist (Italy) @kobeeins(Germany) and @goyo203 (Spain): finished this week on a real big wall on RAW-area!,0.0,Hunted by Preh.streetart (on Instagram) Peter Lorenz.,,,,,,,,,,,,,,,,,sac
364,https://berlin.streetartcities.com/artworks/hacked-23329,52.5077221,13.4542457,"Revaler Straße 99, Berlin, Deutschland",Hacked,Berlin,Germany,DE,"Felix Gephart, Matthias Gephart",https://streetartcities.com/media/4/4d7a0316-bd61-4c71-81d5-6354059c120e/512.jpg,1565215200.0,2019-08-07 22:00:00,https://streetartcities.com/media/4/4d7a0316-bd61-4c71-81d5-6354059c120e/2048.jpg,https://streetartcities.com/media/4/4d7a0316-bd61-4c71-81d5-6354059c120e/512.jpg,https://streetartcities.com/media/4/4d7a0316-bd61-4c71-81d5-6354059c120e/1024.jpg,https://streetartcities.com/media/4/4d7a0316-bd61-4c71-81d5-6354059c120e/2048.jpg,https://streetartcities.com/media/4/4d7a0316-bd61-4c71-81d5-6354059c120e/orig.jpg,7342.0,Felix Gephart,https://berlin.streetartcities.com/artists/felix-gephart-7342,7343.0,Matthias Gephart,https://berlin.streetartcities.com/artists/matthias-gephart-7343,,,,,,,,,,,,,The Gebhardt brothers Felix and Matthias painted this mural for @yard5_festival on RAW-area.We are all controlled by robots - that's their statement!,1.0,Hunted by Preh.streetart (on Instagram) Peter Lorenz.,,,,,,,,,,,,,,,,,sac
